date,venue,raceNumber,CS_ST_1_1,CS_ST_1_11,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_11,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_11,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_11,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_11,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-12-12,平和島,6,.10,,,.26,.12,.17,,.23,,,.16,,,.13,.23,.12,.11,,,,,.23,,,.21,.13,,.24,.12,,,,.19,,,,.16,.10,.20,.18,,,,.19,,,.11,.07,,.14,.11,,,,.24,,,,.16,.21,.14,,,,,6,,,3,2,4,,5,,,3,,,5,1,4,5,,,,,2,,,4,1,,5,6,,,,6,,,,2,3,1,5,,,,3,,,6,1,,4,2,,,,1,,,,5,2,3,,,,,6,,,3,2,4,,5,,,3,,,5,1,4,6,,,,,2,,,4,1,,5,6,,,,6,,,,2,3,1,5,,,,3,,,6,1,,4,2,,,,1,,,,5,2,3,,,,,7,,,5,10,8,,1,,,7,,,12,5,11,7,,,,,4,,,9,6,,5,11,,,,8,,,,4,8,4,10,,,,6,,,10,8,,7,11,,,,4,,,,5,12,9,,,,,４,,,５,５,５,,４,,,２,,,１,２,４,４,,,,,５,,,５,１,,５,５,,,,５,,,,４,４,４,４,,,,２,,,５,１,,２,６,,,,４,,,,１,１,４,,,,,0.19,0.12,0.19,0.16,0.14,0.20, 75, 15, 43, 38, 45, 25, 31.82, 28.26, 37.07, 31.43, 26.32, 33.67, 50.00, 47.83, 54.31, 47.62, 44.21, 50.00, 59, 45, 55, 39, 29, 15, 34.69, 27.66, 32.65, 30.30, 28.28, 31.73, 53.06, 38.30, 46.94, 47.47, 44.44, 50.96,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,45.65, 0.00, 0.00,12.50,38.24,13.70,52.05,21.74,32.71,41.84,29.55, 0.00,60.87,16.67, 0.00,31.25,47.06,34.25,67.12,31.88,53.27,59.18,51.14,菊　池　　宏　志,椎　名　　　　豊,橋　本　　　　明,向井田　　佑　紀,中　村　　泰　平,大　塚　　康　雅,4871,4787,4835,4811,4910,4875, 0.00, 6.50, 2.67, 0.00, 3.94, 5.04, 3.90, 6.63, 4.06, 5.39, 6.02, 5.35
2019-12-12,多摩川,6,.18,,.21,,,,,,,,.26,,,.18,,,,,,,,.22,,,.23,,,,,,,,.41,,,,.28,,,,,,,.14,,,.16,,,,,,,,.29,,,.11,,,,,,,,4,,2,,,,,,,,5,,,3,,,,,,,,1,,,4,,,,,,,,3,,,,5,,,,,,,4,,,4,,,,,,,,4,,,1,,,,,,,,4,,3,,,,,,,,5,,,3,,,,,,,,1,,,4,,,,,,,,2,,,,5,,,,,,,4,,,6,,,,,,,,3,,,1,,,,,,,,2,,11,,,,,,,,3,,,12,,,,,,,,5,,,9,,,,,,,,4,,,,1,,,,,,,7,,,11,,,,,,,,4,,,8,,,,,,,,３,,２,,,,,,,,２,,,２,,,,,,,,５,,,４,,,,,,,,６,,,,４,,,,,,,６,,,４,,,,,,,,１,,,２,,,,,,,,0.17,0.16,0.19,0.21,0.13,0.19,124,183,137,144,147,142, 20.54, 27.52, 36.61, 26.73, 34.26, 34.02, 39.29, 44.04, 50.00, 44.55, 53.70, 55.67, 22, 50, 19, 23, 71, 52, 26.09, 31.58, 27.19, 42.59, 27.27, 32.23, 43.48, 45.61, 41.23, 59.26, 43.64, 57.85,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,33.33,54.05,18.75, 0.00,44.44,42.31,39.29,42.75,16.35, 4.44,40.38,37.17,55.56,78.38,25.00, 2.22,66.67,57.69,57.14,68.70,29.81, 4.44,59.62,55.75,森　安　　弘　雅,原　田　　篤　志,松　尾　　基　成,近　藤　　雄一郎,村　岡　　賢　人,野　末　　智　一,4154,4064,3741,5007,4584,4058, 5.17, 6.97, 3.50, 1.33, 6.33, 5.65, 5.74, 6.46, 3.98, 1.87, 5.97, 5.55
2019-12-12,　津　,6,.26,,,.11,,,,,,,.15,,,.17,,,,,,,,.12,,,.10,,,,,,,,.12,,,.18,,,,,,,,.13,,,,.17,,,,,,,.17,,,.30,,,,,,,,2,,,4,,,,,,,5,,,4,,,,,,,,1,,,5,,,,,,,,3,,,5,,,,,,,,6,,,,6,,,,,,,1,,,2,,,,,,,,2,,,4,,,,,,,5,,,4,,,,,,,,1,,,5,,,,,,,,3,,,5,,,,,,,,6,,,,6,,,,,,,1,,,2,,,,,,,,2,,,1,,,,,,,3,,,11,,,,,,,,5,,,12,,,,,,,,1,,,8,,,,,,,,3,,,,2,,,,,,,1,,,7,,,,,,,,５,,,３,,,,,,,３,,,３,,,,,,,,６,,,６,,,,,,,,５,,,４,,,,,,,,４,,,,４,,,,,,,１,,,４,,,,,,,,0.17,0.16,0.18,0.19,0.16,0.19, 38, 20, 39, 37, 13, 35, 25.58, 21.28, 22.73, 37.78, 41.30, 28.95, 48.84, 38.30, 34.09, 55.56, 60.87, 44.74, 71, 16, 55, 39, 38, 17, 26.98, 26.76, 38.57, 53.33, 29.41, 20.41, 42.86, 47.89, 50.00, 65.33, 48.53, 38.78,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,15.38,55.00,29.17,29.41, 0.00,53.33,24.14,42.19,36.28,40.85,18.27,43.10,30.77,65.00,45.83,44.12, 0.00,63.33,37.93,63.28,55.75,42.25,41.35,68.97,村　田　　浩　司,藤　生　　雄　人,伯　母　　芳　恒,原　田　　智　和,阿　波　　勝　哉,大　谷　　直　弘,4226,3659,3656,3607,3857,3957, 3.69, 6.10, 4.75, 4.82, 0.00, 6.27, 4.32, 6.12, 5.73, 5.00, 4.36, 6.43
2019-12-12,尼　崎,6,.24,,.20,,,,,,,,.27,,,,.12,,,,,,,.15,,,,.39,,,,,,,.29,,,.21,,,,,,,,.20,,,,,,,,,,,.19,,,,,,,,,,,5,,3,,,,,,,,5,,,,6,,,,,,,5,,,,1,,,,,,,2,,,3,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,5,,3,,,,,,,,5,,,,6,,,,,,,5,,,,1,,,,,,,2,,,3,,,,,,,,3,,,,,,,,,,,1,,,,,,,,,,,5,,9,,,,,,,,4,,,,1,,,,,,,6,,,,2,,,,,,,4,,,12,,,,,,,,8,,,,,,,,,,,5,,,,,,,,,,,６,,６,,,,,,,,５,,,,４,,,,,,,５,,,,５,,,,,,,４,,,２,,,,,,,,６,,,,,,,,,,,１,,,,,,,,,,,0.17,0.22,0.16,0.19,0.20,0.17, 39, 33, 60, 37, 48, 40, 34.04, 40.63, 32.03, 29.03, 30.71, 33.85, 51.06, 56.25, 45.31, 40.32, 50.00, 45.38, 59, 13, 26, 61, 16, 42, 23.70, 30.56, 26.81, 30.60, 31.43, 51.45, 41.48, 50.69, 42.75, 47.76, 40.00, 61.59,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,57.14,40.74, 6.67,52.83, 0.00, 8.70,39.23,27.96,29.63,51.43,20.51,25.68,57.14,62.96,20.00,67.92, 0.00,21.74,63.08,45.16,45.68,70.71,37.18,48.65,谷　本　　幸　司,広　瀬　　聖　仁,大　西　　隆　洋,渡　邊　　伸太郎,金　澤　　一　洋,中　野　　和　裕,3455,3315,3701,3284,3310,3459, 6.29, 5.85, 2.73, 6.96, 0.00, 3.57, 5.82, 4.75, 4.81, 6.70, 4.17, 4.93
2019-12-12,鳴　門,6,.23,,,.06,.15,,,,,,.14,,,.10,.14,,,,,,,.20,,,.18,.13,,.27,,,,,.22,,,.23,.18,,,,,,,.18,,,,.20,.12,,,,,,.22,,,.11,.18,,,,,,,4,,,4,2,,,,,,3,,,1,6,,,,,,,2,,,4,1,,4,,,,,3,,,1,5,,,,,,,4,,,,2,6,,,,,,5,,,1,3,,,,,,,4,,,5,2,,,,,,3,,,1,6,,,,,,,2,,,4,1,,5,,,,,3,,,1,5,,,,,,,4,,,,2,6,,,,,,5,,,1,3,,,,,,,5,,,3,8,,,,,,4,,,12,6,,,,,,,1,,,7,5,,1,,,,,2,,,6,6,,,,,,,9,,,,7,11,,,,,,3,,,7,2,,,,,,,４,,,４,４,,,,,,２,,,１,３,,,,,,,４,,,５,５,,３,,,,,３,,,１,５,,,,,,,３,,,,６,５,,,,,,４,,,３,６,,,,,,,0.18,0.18,0.21,0.19,0.18,0.18, 28, 82, 19, 69, 56, 11, 28.57, 34.09, 25.00, 30.77, 35.94, 44.53, 44.36, 51.52, 41.67, 46.15, 52.34, 64.23, 25, 12, 36, 65, 52, 17, 38.13, 33.79, 44.08, 41.01, 34.48, 31.85, 51.08, 50.34, 63.82, 57.55, 48.97, 47.41,F0,F0,F0,F0,F1,F0,L0,L0,L0,L0,L0,L0,30.97,47.83,18.18,37.50, 0.00,16.67,20.39,56.25,16.67,31.40,27.50,20.27,45.13,71.74,35.61,37.50, 0.00,22.22,37.86,74.22,23.08,53.49,50.00,29.73,沼　田　　克　彦,谷　村　　一　哉,松　下　　　　潤,木　村　　浩　士,喜　井　　つかさ,金　子　　順　一,4198,3961,3456,4113,4536,3539, 4.88, 7.20, 4.10, 5.00, 2.00, 3.39, 4.17, 7.15, 3.69, 5.43, 5.08, 3.93
2019-12-12,丸　亀,6,.16,,.21,,,,,,,,.23,,,.22,,,,,,,,.32,,,.04,,,,,,,,.13,,,,.12,,,,,,,.10,,,.14,,,,,,,,.15,,,.22,,,,,,,,5,,3,,,,,,,,6,,,2,,,,,,,,4,,,6,,,,,,,,6,,,,5,,,,,,,4,,,2,,,,,,,,5,,,1,,,,,,,,5,,4,,,,,,,,5,,,3,,,,,,,,4,,,6,,,,,,,,6,,,,5,,,,,,,6,,,2,,,,,,,,5,,,1,,,,,,,,1,,9,,,,,,,,3,,,9,,,,,,,,2,,,10,,,,,,,,6,,,,2,,,,,,,4,,,12,,,,,,,,6,,,10,,,,,,,,３,,６,,,,,,,,４,,,４,,,,,,,,４,,,５,,,,,,,,５,,,,５,,,,,,,１,,,２,,,,,,,,２,,,２,,,,,,,,0.16,0.16,0.17,0.19,0.14,0.18, 55, 12, 60, 56, 33, 65, 38.96, 45.45, 29.63, 29.11, 25.30, 32.00, 72.73, 58.44, 51.85, 45.57, 54.22, 49.33, 49, 35, 14, 24, 47, 51, 25.00, 25.00, 20.00, 20.00, 47.37, 44.44, 50.00, 30.00, 30.00, 40.00, 57.89, 66.67,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,59.26,20.59,11.76,50.00,42.11,10.34,38.79,22.86,20.43,45.80,48.78, 0.00,66.67,35.29,29.41,65.24,47.37,27.59,56.90,45.71,37.63,56.49,58.54,立　具　　敬　司,待　鳥　　雄　紀,福　嶋　　智　之,橋　口　　真　樹,中　岡　　正　彦,長　溝　　一　生,4865,4022,4054,3945,3849,3522, 1.44, 6.52, 4.09, 3.76, 6.56, 5.42, 3.59, 5.70, 4.36, 4.15, 6.05, 5.77
2019-12-12,宮　島,6,.22,,.18,.18,.09,,,,,,.16,,,.27,.13,,.26,,,,,.13,,,.30,.24,,.17,,,,,.24,,,.16,.18,,,,,,,.11,,,,.19,.15,,,,,,.23,,,,.21,.17,,,,,,4,,2,4,4,,,,,,5,,,1,6,,6,,,,,2,,,4,6,,1,,,,,5,,,2,1,,,,,,,3,,,,6,6,,,,,,5,,,,6,2,,,,,,4,,2,3,6,,,,,,4,,,1,5,,6,,,,,2,,,4,5,,1,,,,,5,,,2,1,,,,,,,3,,,,4,6,,,,,,5,,,,4,1,,,,,,5,,12,7,11,,,,,,1,,,7,11,,2,,,,,6,,,11,10,,1,,,,,4,,,10,9,,,,,,,6,,,,1,9,,,,,,2,,,,3,7,,,,,,３,,５,２,５,,,,,,４,,,１,４,,５,,,,,２,,,６,３,,１,,,,,４,,,３,２,,,,,,,３,,,,３,３,,,,,,３,,,,５,５,,,,,,0.16,0.19,0.18,0.20,0.19,0.20, 15, 72, 55, 24, 61, 40, 45.83, 37.93, 22.22, 27.08, 34.48, 31.71, 62.50, 48.28, 41.67, 62.50, 55.17, 58.54, 70, 57, 32, 40, 19, 34, 18.52, 20.00, 35.90, 31.03, 43.33, 28.57, 29.63, 43.33, 58.97, 48.28, 53.33, 45.71,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,58.33,23.53,34.29,24.14,28.57,11.11,49.61,25.81,37.38,31.20,31.91,14.10,70.83,44.12,51.43,55.17,57.14,33.33,68.22,44.09,57.94,48.80,47.87,32.05,大　場　　　　敏,水　長　　照　雄,上　田　　隆　章,古　場　　輝　義,長　野　　道　臣,諏　訪　　忠　宏,3489,3559,3401,3161,3796,3433, 7.50, 4.68, 5.29, 4.97, 5.18, 4.22, 6.50, 4.52, 5.76, 5.19, 4.94, 3.64
2019-12-12,下　関,6,.10,,,.12,.11,.11,,.17,,,.12,,,,.16,.12,.12,.16,,,,.18,,,,.07,.18,.14,.11,,,,.12,,,.23,.19,.18,.07,,,,,.29,,,,.20,.21,.06,,.06,,,.09,,,.19,.15,,.12,.08,,,,2,,,5,4,3,,4,,,5,,,,4,1,3,6,,,,4,,,,1,5,2,6,,,,4,,,1,6,2,5,,,,,4,,,,6,2,3,,2,,,1,,,5,4,,4,1,,,,2,,,5,4,3,,4,,,5,,,,4,1,3,6,,,,4,,,,1,5,2,6,,,,4,,,1,6,2,5,,,,,1,,,,6,2,3,,2,,,1,,,5,4,,4,1,,,,3,,,2,9,5,,1,,,6,,,,6,10,4,11,,,,9,,,,5,10,3,12,,,,6,,,11,3,11,8,,,,,4,,,,1,5,8,,2,,,6,,,12,8,,5,12,,,,５,,,２,３,４,,３,,,４,,,,１,１,１,４,,,,３,,,,１,６,４,４,,,,２,,,１,２,２,２,,,,,５,,,,５,３,３,,２,,,１,,,３,２,,３,１,,,,0.16,0.18,0.16,0.16,0.17,0.14, 60, 55, 51, 36, 44, 28, 30.82, 38.51, 40.67, 35.17, 42.00, 33.11, 50.00, 51.35, 53.33, 48.97, 61.33, 50.33, 66, 28, 34, 64, 67, 25, 29.86, 25.00, 26.95, 37.34, 34.78, 29.29, 47.22, 39.71, 39.01, 56.96, 45.65, 46.43,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,25.00,58.82,34.29,50.00,11.11,50.00,28.87,48.00,38.10,35.51,24.59,45.38,53.57,73.53,60.00,66.67,44.44,66.67,49.48,70.40,56.19,55.14,45.90,66.39,森　　　　智　也,原　田　　秀　弥,沖　島　　広　和,川　原　　正　明,山　口　　俊　英,谷　野　　錬　志,4633,3963,3986,3912,3051,4342, 4.96, 7.03, 5.63, 6.11, 4.78, 6.77, 4.99, 6.59, 5.84, 5.89, 4.44, 6.61
2019-12-12,唐　津,6,.26,,,.26,,,,,,,.26,,,,,,,,,,,.26,,,.24,,,,,,,,.09,,,,,,,,,,,.12,,,.20,,,,,,,,.32,,,,.08,,,,,,,4,,,3,,,,,,,4,,,,,,,,,,,6,,,2,,,,,,,,5,,,,,,,,,,,4,,,2,,,,,,,,2,,,,5,,,,,,,4,,,3,,,,,,,4,,,,,,,,,,,6,,,2,,,,,,,,5,,,,,,,,,,,4,,,2,,,,,,,,2,,,,5,,,,,,,2,,,1,,,,,,,9,,,,,,,,,,,4,,,8,,,,,,,,5,,,,,,,,,,,8,,,12,,,,,,,,3,,,,2,,,,,,,３,,,５,,,,,,,２,,,,,,,,,,,６,,,４,,,,,,,,５,,,,,,,,,,,１,,,６,,,,,,,,３,,,,５,,,,,,,0.20,0.21,0.21,0.16,0.16,0.20, 53, 32, 38, 75, 86, 89, 31.37, 35.67, 39.49, 32.26, 35.71, 33.97, 47.71, 49.04, 57.32, 47.10, 57.79, 48.72, 70, 13, 50, 37, 39, 18, 37.88, 33.80, 38.03, 42.65, 34.25, 30.43, 56.06, 61.97, 53.52, 61.76, 50.68, 46.38,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 0.00,39.47,20.00,16.67,43.90,10.00,15.94,39.71,17.31,33.73,46.67,14.46,44.44,63.16,30.00,33.33,73.17,50.00,33.33,60.29,36.54,55.42,70.00,28.92,柳　澤　　千　春,角　　　　ひとみ,石　井　　裕　美,蜂　須　　瑞　生,日　高　　逸　子,宮　本　　紀　美,3254,3334,4283,4819,3188,3177, 4.11, 5.74, 3.70, 3.97, 6.24, 4.67, 3.88, 5.85, 4.46, 5.36, 6.69, 3.82
2019-12-12,大　村,6,.10,,.15,.11,,.12,,.21,.16,.11,.18,.11,,.14,.09,,.10,.11,.15,,.14,.15,.14,,.23,.13,,.14,.09,.07,,.11,.21,.22,,.16,.18,,.18,.16,.21,,.21,.13,.19,.19,,.07,.13,.12,,.09,.12,.11,.19,,,,.13,.11,.07,,.17,.14,.19,2,,3,6,,4,,1,5,5,3,3,,5,1,,4,2,6,,6,3,4,,1,4,,5,6,2,,1,4,6,,5,1,,4,2,6,,2,4,5,2,,3,2,6,,4,3,1,6,,,,5,3,2,,4,1,2,2,,3,6,,4,,1,5,5,3,3,,5,1,,4,2,6,,6,3,4,,1,4,,5,6,2,,1,4,6,,5,1,,3,2,6,,2,4,5,2,,3,2,6,,4,3,1,6,,,,5,3,2,,4,1,2,6,,11,10,,11,,7,11,11,5,6,,11,9,,6,11,11,,1,2,12,,8,8,,8,12,9,,6,3,5,,9,5,,4,10,8,,1,2,12,2,,3,10,10,,1,5,1,12,,,,6,10,8,,5,11,10,１,,３,４,,４,,１,５,６,１,２,,６,１,,５,３,４,,４,２,３,,１,２,,６,６,３,,１,３,５,,３,１,,５,５,４,,２,３,４,２,,１,５,４,,３,４,１,５,,,,３,２,２,,２,２,３,0.17,0.13,0.16,0.18,0.15,0.14, 60, 45, 35, 54, 59, 39, 32.35, 35.79, 31.11, 30.77, 36.00, 36.46, 43.14, 47.37, 43.33, 49.04, 56.00, 53.13, 46, 72, 53, 62, 22, 34, 36.67, 37.31, 38.18, 38.98, 29.94, 55.49, 58.89, 51.30, 55.76, 59.89, 45.51, 69.36,F0,F0,F0,F1,F0,F1,L0,L0,L0,L0,L0,L0,57.63,54.55,40.00,10.00,63.27,53.57,52.17,48.08,45.87,44.88,48.70,48.36,71.19,72.73,53.33,30.00,79.59,71.43,69.57,65.38,66.06,61.42,64.35,68.03,丸　岡　　正　典,久　田　　敏　之,笠　原　　　　亮,岡　　　　祐　臣,古　澤　　光　紀,柳　沢　　　　一,4042,4188,4019,4261,4522,4074, 7.63, 7.36, 6.40, 3.30, 7.61, 7.45, 6.95, 6.81, 6.75, 6.29, 6.58, 7.42
