date,venue,raceNumber,CS_ST_1_1,CS_ST_1_11,CS_ST_1_2,CS_ST_1_3,CS_ST_1_4,CS_ST_1_5,CS_ST_1_6,CS_ST_1_7,CS_ST_1_8,CS_ST_1_9,CS_ST_2_1,CS_ST_2_10,CS_ST_2_11,CS_ST_2_2,CS_ST_2_3,CS_ST_2_4,CS_ST_2_5,CS_ST_2_6,CS_ST_2_7,CS_ST_2_8,CS_ST_2_9,CS_ST_3_1,CS_ST_3_10,CS_ST_3_11,CS_ST_3_2,CS_ST_3_3,CS_ST_3_4,CS_ST_3_5,CS_ST_3_6,CS_ST_3_7,CS_ST_3_8,CS_ST_3_9,CS_ST_4_1,CS_ST_4_10,CS_ST_4_11,CS_ST_4_2,CS_ST_4_3,CS_ST_4_4,CS_ST_4_5,CS_ST_4_6,CS_ST_4_7,CS_ST_4_8,CS_ST_4_9,CS_ST_5_1,CS_ST_5_10,CS_ST_5_11,CS_ST_5_2,CS_ST_5_3,CS_ST_5_4,CS_ST_5_5,CS_ST_5_6,CS_ST_5_7,CS_ST_5_8,CS_ST_5_9,CS_ST_6_1,CS_ST_6_10,CS_ST_6_11,CS_ST_6_2,CS_ST_6_3,CS_ST_6_4,CS_ST_6_5,CS_ST_6_6,CS_ST_6_7,CS_ST_6_8,CS_ST_6_9,CS_cource_1_1,CS_cource_1_11,CS_cource_1_2,CS_cource_1_3,CS_cource_1_4,CS_cource_1_5,CS_cource_1_6,CS_cource_1_7,CS_cource_1_8,CS_cource_1_9,CS_cource_2_1,CS_cource_2_10,CS_cource_2_11,CS_cource_2_2,CS_cource_2_3,CS_cource_2_4,CS_cource_2_5,CS_cource_2_6,CS_cource_2_7,CS_cource_2_8,CS_cource_2_9,CS_cource_3_1,CS_cource_3_10,CS_cource_3_11,CS_cource_3_2,CS_cource_3_3,CS_cource_3_4,CS_cource_3_5,CS_cource_3_6,CS_cource_3_7,CS_cource_3_8,CS_cource_3_9,CS_cource_4_1,CS_cource_4_10,CS_cource_4_11,CS_cource_4_2,CS_cource_4_3,CS_cource_4_4,CS_cource_4_5,CS_cource_4_6,CS_cource_4_7,CS_cource_4_8,CS_cource_4_9,CS_cource_5_1,CS_cource_5_10,CS_cource_5_11,CS_cource_5_2,CS_cource_5_3,CS_cource_5_4,CS_cource_5_5,CS_cource_5_6,CS_cource_5_7,CS_cource_5_8,CS_cource_5_9,CS_cource_6_1,CS_cource_6_10,CS_cource_6_11,CS_cource_6_2,CS_cource_6_3,CS_cource_6_4,CS_cource_6_5,CS_cource_6_6,CS_cource_6_7,CS_cource_6_8,CS_cource_6_9,CS_frame_1_1,CS_frame_1_11,CS_frame_1_2,CS_frame_1_3,CS_frame_1_4,CS_frame_1_5,CS_frame_1_6,CS_frame_1_7,CS_frame_1_8,CS_frame_1_9,CS_frame_2_1,CS_frame_2_10,CS_frame_2_11,CS_frame_2_2,CS_frame_2_3,CS_frame_2_4,CS_frame_2_5,CS_frame_2_6,CS_frame_2_7,CS_frame_2_8,CS_frame_2_9,CS_frame_3_1,CS_frame_3_10,CS_frame_3_11,CS_frame_3_2,CS_frame_3_3,CS_frame_3_4,CS_frame_3_5,CS_frame_3_6,CS_frame_3_7,CS_frame_3_8,CS_frame_3_9,CS_frame_4_1,CS_frame_4_10,CS_frame_4_11,CS_frame_4_2,CS_frame_4_3,CS_frame_4_4,CS_frame_4_5,CS_frame_4_6,CS_frame_4_7,CS_frame_4_8,CS_frame_4_9,CS_frame_5_1,CS_frame_5_10,CS_frame_5_11,CS_frame_5_2,CS_frame_5_3,CS_frame_5_4,CS_frame_5_5,CS_frame_5_6,CS_frame_5_7,CS_frame_5_8,CS_frame_5_9,CS_frame_6_1,CS_frame_6_10,CS_frame_6_11,CS_frame_6_2,CS_frame_6_3,CS_frame_6_4,CS_frame_6_5,CS_frame_6_6,CS_frame_6_7,CS_frame_6_8,CS_frame_6_9,CS_race_1_1,CS_race_1_11,CS_race_1_2,CS_race_1_3,CS_race_1_4,CS_race_1_5,CS_race_1_6,CS_race_1_7,CS_race_1_8,CS_race_1_9,CS_race_2_1,CS_race_2_10,CS_race_2_11,CS_race_2_2,CS_race_2_3,CS_race_2_4,CS_race_2_5,CS_race_2_6,CS_race_2_7,CS_race_2_8,CS_race_2_9,CS_race_3_1,CS_race_3_10,CS_race_3_11,CS_race_3_2,CS_race_3_3,CS_race_3_4,CS_race_3_5,CS_race_3_6,CS_race_3_7,CS_race_3_8,CS_race_3_9,CS_race_4_1,CS_race_4_10,CS_race_4_11,CS_race_4_2,CS_race_4_3,CS_race_4_4,CS_race_4_5,CS_race_4_6,CS_race_4_7,CS_race_4_8,CS_race_4_9,CS_race_5_1,CS_race_5_10,CS_race_5_11,CS_race_5_2,CS_race_5_3,CS_race_5_4,CS_race_5_5,CS_race_5_6,CS_race_5_7,CS_race_5_8,CS_race_5_9,CS_race_6_1,CS_race_6_10,CS_race_6_11,CS_race_6_2,CS_race_6_3,CS_race_6_4,CS_race_6_5,CS_race_6_6,CS_race_6_7,CS_race_6_8,CS_race_6_9,CS_rank_1_1,CS_rank_1_11,CS_rank_1_2,CS_rank_1_3,CS_rank_1_4,CS_rank_1_5,CS_rank_1_6,CS_rank_1_7,CS_rank_1_8,CS_rank_1_9,CS_rank_2_1,CS_rank_2_10,CS_rank_2_11,CS_rank_2_2,CS_rank_2_3,CS_rank_2_4,CS_rank_2_5,CS_rank_2_6,CS_rank_2_7,CS_rank_2_8,CS_rank_2_9,CS_rank_3_1,CS_rank_3_10,CS_rank_3_11,CS_rank_3_2,CS_rank_3_3,CS_rank_3_4,CS_rank_3_5,CS_rank_3_6,CS_rank_3_7,CS_rank_3_8,CS_rank_3_9,CS_rank_4_1,CS_rank_4_10,CS_rank_4_11,CS_rank_4_2,CS_rank_4_3,CS_rank_4_4,CS_rank_4_5,CS_rank_4_6,CS_rank_4_7,CS_rank_4_8,CS_rank_4_9,CS_rank_5_1,CS_rank_5_10,CS_rank_5_11,CS_rank_5_2,CS_rank_5_3,CS_rank_5_4,CS_rank_5_5,CS_rank_5_6,CS_rank_5_7,CS_rank_5_8,CS_rank_5_9,CS_rank_6_1,CS_rank_6_10,CS_rank_6_11,CS_rank_6_2,CS_rank_6_3,CS_rank_6_4,CS_rank_6_5,CS_rank_6_6,CS_rank_6_7,CS_rank_6_8,CS_rank_6_9,ave_start_time_1,ave_start_time_2,ave_start_time_3,ave_start_time_4,ave_start_time_5,ave_start_time_6,boatNo_1,boatNo_2,boatNo_3,boatNo_4,boatNo_5,boatNo_6,boat_place2Ratio_1,boat_place2Ratio_2,boat_place2Ratio_3,boat_place2Ratio_4,boat_place2Ratio_5,boat_place2Ratio_6,boat_place3Ratio_1,boat_place3Ratio_2,boat_place3Ratio_3,boat_place3Ratio_4,boat_place3Ratio_5,boat_place3Ratio_6,motorNo_1,motorNo_2,motorNo_3,motorNo_4,motorNo_5,motorNo_6,motor_place2Ratio_1,motor_place2Ratio_2,motor_place2Ratio_3,motor_place2Ratio_4,motor_place2Ratio_5,motor_place2Ratio_6,motor_place3Ratio_1,motor_place3Ratio_2,motor_place3Ratio_3,motor_place3Ratio_4,motor_place3Ratio_5,motor_place3Ratio_6,num_false_start_1,num_false_start_2,num_false_start_3,num_false_start_4,num_false_start_5,num_false_start_6,num_late_start_1,num_late_start_2,num_late_start_3,num_late_start_4,num_late_start_5,num_late_start_6,place2Ratio_local_1,place2Ratio_local_2,place2Ratio_local_3,place2Ratio_local_4,place2Ratio_local_5,place2Ratio_local_6,place2Ratio_national_1,place2Ratio_national_2,place2Ratio_national_3,place2Ratio_national_4,place2Ratio_national_5,place2Ratio_national_6,place3Ratio_local_1,place3Ratio_local_2,place3Ratio_local_3,place3Ratio_local_4,place3Ratio_local_5,place3Ratio_local_6,place3Ratio_national_1,place3Ratio_national_2,place3Ratio_national_3,place3Ratio_national_4,place3Ratio_national_5,place3Ratio_national_6,racer_1,racer_2,racer_3,racer_4,racer_5,racer_6,racer_id_1,racer_id_2,racer_id_3,racer_id_4,racer_id_5,racer_id_6,win_rate_local_1,win_rate_local_2,win_rate_local_3,win_rate_local_4,win_rate_local_5,win_rate_local_6,win_rate_national_1,win_rate_national_2,win_rate_national_3,win_rate_national_4,win_rate_national_5,win_rate_national_6
2019-12-12,平和島,4,.13,,.23,.15,,.22,.17,,,,.19,,,.14,.10,,.13,.14,,,,.15,,,.16,.16,.24,.30,,,,,.33,,,,.14,.16,.17,,,,,.12,,,,.16,.03,.23,,,,,.07,,,,.18,.12,.09,.14,,,,4,,2,4,,5,6,,,,1,,,3,5,,4,1,,,,3,,,1,2,6,4,,,,,4,,,,6,4,5,,,,,5,,,,2,4,1,,,,,5,,,,4,1,2,3,,,,3,,2,4,,6,5,,,,1,,,3,6,,4,1,,,,3,,,1,2,6,4,,,,,4,,,,5,4,5,,,,,5,,,,2,4,1,,,,,5,,,,4,1,2,3,,,,1,,7,7,,1,7,,,,5,,,12,7,,6,10,,,,2,,,9,7,12,9,,,,,5,,,,2,8,4,,,,,3,,,,2,9,3,,,,,10,,,,2,11,8,12,,,,４,,６,６,,６,５,,,,１,,,５,１,,１,１,,,,１,,,１,２,５,６,,,,,６,,,,５,６,６,,,,,３,,,,３,４,４,,,,,１,,,,１,１,１,３,,,,0.20,0.17,0.16,0.16,0.17,0.17, 50, 17, 13, 30, 34, 53, 30.00, 26.44, 25.00, 37.14, 25.58, 40.21, 49.00, 45.98, 40.63, 56.19, 38.37, 52.58, 70, 13, 63, 34, 25, 50, 24.21, 45.92, 31.25, 36.45, 38.14, 26.53, 43.16, 68.37, 46.88, 52.34, 55.67, 50.00,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0, 5.88,47.37,25.00, 0.00, 5.56,37.50,14.29,63.58,41.60, 5.26,25.49,49.59,11.76,68.42,43.75, 5.56,27.78,50.00,16.67,75.50,59.20, 8.77,43.14,65.04,彦　坂　　真太郎,山　崎　　　　郡,前　田　　篤　哉,伊久間　　陽　優,占　部　　一　真,藤　山　　雅　弘,4838,4760,4983,5065,4899,4578, 2.65, 6.53, 4.44, 1.56, 3.17, 5.38, 3.17, 7.26, 6.01, 1.96, 4.43, 6.41
2019-12-12,多摩川,4,.15,,,,,,,,,,.39,,,.15,,,,,,,,.47,,,.16,,,,,,,,.20,,,,,,,,,,,.27,,,.16,,,,,,,,.26,,,,,,,,,,,5,,,,,,,,,,2,,,1,,,,,,,,5,,,1,,,,,,,,5,,,,,,,,,,,3,,,2,,,,,,,,1,,,,,,,,,,,5,,,,,,,,,,4,,,1,,,,,,,,6,,,2,,,,,,,,6,,,,,,,,,,,3,,,2,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,4,,,12,,,,,,,,4,,,11,,,,,,,,5,,,,,,,,,,,3,,,7,,,,,,,,9,,,,,,,,,,,５,,,,,,,,,,３,,,１,,,,,,,,４,,,１,,,,,,,,４,,,,,,,,,,,５,,,４,,,,,,,,１,,,,,,,,,,,0.17,0.16,0.16,0.16,0.17,0.18,175,185,180,179,126,177, 30.00, 32.11, 25.66, 28.36, 27.43, 28.00, 47.27, 46.79, 35.40, 50.75, 40.71, 44.00, 56, 74, 20, 14, 53, 31, 21.90, 26.79, 38.00, 33.91, 30.00, 31.73, 38.10, 46.43, 54.00, 45.22, 48.18, 46.15,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,66.67,50.00,24.00,30.30,19.32,25.00,35.71,47.58,36.79,26.67,19.72,49.15,66.67,82.61,44.00,51.52,34.09,55.00,46.43,67.74,50.00,38.67,29.58,66.95,小　林　　遼　太,三　嶌　　誠　司,土　山　　卓　也,竹　本　　太　樹,三　浦　　裕　貴,繁野谷　　圭　介,4638,3541,4469,4162,4863,3915, 6.33, 6.98, 4.92, 5.03, 3.80, 5.50, 4.98, 6.87, 5.52, 4.36, 3.68, 6.55
2019-12-12,　津　,4,.20,,.19,,,,,,,,.17,,,.20,,,,,,,,.16,,,,,,,,,,,.11,,,.21,,,,,,,,.18,,,.12,,,,,,,,.20,,,.11,,,,,,,,4,,2,,,,,,,,3,,,6,,,,,,,,5,,,,,,,,,,,5,,,6,,,,,,,,1,,,3,,,,,,,,4,,,2,,,,,,,,4,,2,,,,,,,,3,,,6,,,,,,,,4,,,,,,,,,,,5,,,6,,,,,,,,1,,,3,,,,,,,,4,,,2,,,,,,,,2,,9,,,,,,,,4,,,11,,,,,,,,7,,,,,,,,,,,5,,,10,,,,,,,,7,,,12,,,,,,,,6,,,12,,,,,,,,３,,３,,,,,,,,５,,,６,,,,,,,,１,,,,,,,,,,,５,,,６,,,,,,,,２,,,２,,,,,,,,１,,,３,,,,,,,,0.20,0.16,0.14,0.18,0.17,0.17, 65, 73, 16, 43, 74, 76, 36.67, 20.83, 41.46, 33.33, 30.91, 30.23, 51.67, 39.58, 65.85, 52.94, 49.09, 53.49, 36, 37, 73, 47, 69, 67, 32.39, 38.67, 29.41, 33.33, 40.32, 38.89, 59.15, 53.33, 49.02, 56.14, 53.23, 66.67,F0,F0,F0,F0,F0,F1,L0,L0,L0,L0,L0,L0, 6.67,19.15,40.00, 0.00,37.04,58.06,12.64,34.62,34.91,22.22,38.98,49.26,26.67,29.79,45.00, 0.00,66.67,77.42,31.03,47.12,50.94,43.21,65.25,68.38,久保田　　美　紀,國　崎　　良　春,青　木　　幸太郎,木　場　　悠　介,川　村　　正　輝,渡　邊　　雄一郎,3182,3747,4314,4948,3921,4184, 2.93, 4.00, 5.25, 0.00, 6.07, 7.16, 3.69, 5.21, 5.37, 4.60, 5.93, 6.67
2019-12-12,尼　崎,4,.15,,,,,,,,,,.12,,,.21,,,,,,,,.15,,,,,,,,,,,.23,,,,,,,,,,,.23,,,.14,,,,,,,,.03,,,,,,,,,,,2,,,,,,,,,,3,,,4,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,4,,,2,,,,,,,,6,,,,,,,,,,,2,,,,,,,,,,3,,,4,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,4,,,2,,,,,,,,6,,,,,,,,,,,2,,,,,,,,,,3,,,12,,,,,,,,6,,,,,,,,,,,8,,,,,,,,,,,5,,,11,,,,,,,,6,,,,,,,,,,,６,,,,,,,,,,１,,,４,,,,,,,,４,,,,,,,,,,,２,,,,,,,,,,,４,,,２,,,,,,,,１,,,,,,,,,,,0.20,0.18,0.20,0.18,0.19,0.14, 12, 65, 23, 75, 55, 19, 35.82, 34.29, 34.06, 41.46, 31.69, 45.59, 56.72, 47.86, 47.83, 58.54, 50.00, 57.35, 14, 41, 49, 43, 19, 15, 25.00, 39.86, 30.22, 31.65, 31.91, 39.42, 42.86, 55.07, 51.08, 45.32, 53.19, 54.01,F0,F1,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,23.81,35.29,12.50,20.00,66.67,25.00,17.54,49.02,17.74,14.58,27.12,20.83,42.86,35.29,33.33,33.33,77.78,68.75,36.84,64.71,30.65,27.08,44.92,45.00,小　林　　　　享,仲　口　　博　崇,上　條　　信　一,幸　本　　　　誠,二　橋　　　　学,小　川　　晃　司,3673,3554,3006,2935,3220,3352, 4.64, 5.59, 3.58, 4.20, 6.78, 5.19, 4.14, 6.60, 4.03, 3.48, 4.64, 4.74
2019-12-12,鳴　門,4,.16,,,.19,.13,,,,,,.25,,,,.13,.06,,,,,,.18,,,,.14,.24,,,,,,.26,,,.17,.18,,,,,,,.22,,,.21,.18,,,,,,,.18,,,,.32,.13,,,,,,2,,,5,4,,,,,,6,,,,4,1,,,,,,5,,,,2,5,,,,,,6,,,2,5,,,,,,,2,,,3,4,,,,,,,2,,,,1,5,,,,,,2,,,5,4,,,,,,6,,,,4,1,,,,,,5,,,,2,6,,,,,,6,,,2,5,,,,,,,2,,,3,4,,,,,,,2,,,,1,5,,,,,,10,,,2,11,,,,,,4,,,,1,7,,,,,,11,,,,2,8,,,,,,5,,,9,4,,,,,,,3,,,8,5,,,,,,,2,,,,3,10,,,,,,２,,,５,２,,,,,,５,,,,２,１,,,,,,２,,,,１,１,,,,,,６,,,１,４,,,,,,,３,,,３,４,,,,,,,１,,,,５,６,,,,,,0.16,0.20,0.18,0.19,0.18,0.19, 32, 57, 10, 15, 38, 65, 38.81, 40.44, 29.23, 25.56, 30.00, 34.31, 55.22, 55.15, 48.46, 43.61, 49.23, 48.18, 57, 37, 76, 64, 63, 39, 30.67, 24.63, 25.56, 40.40, 31.47, 39.33, 48.67, 41.04, 40.60, 55.63, 49.65, 54.67,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.11,29.17,43.33,41.38,33.33,36.36,31.96,29.41,42.25,49.45,17.95,35.85,55.26,50.00,55.00,55.17,54.55,72.73,52.58,50.00,60.56,63.74,47.44,54.72,河　野　　真　也,田　中　　　　堅,長谷川　　雅　和,津　田　　裕　絵,米　田　　隆　弘,白　井　　友　晴,4513,4491,4580,4443,3643,3696, 5.82, 4.75, 5.85, 5.90, 5.03, 6.00, 5.37, 5.24, 6.14, 6.09, 4.82, 5.51
2019-12-12,丸　亀,4,.03,,.18,,,,,,,,.17,,,,,,,,,,,.16,,,,,,,,,,,.22,,,,,,,,,,,.14,,,.11,,,,,,,,.19,,,,,,,,,,,2,,6,,,,,,,,6,,,,,,,,,,,5,,,,,,,,,,,2,,,,,,,,,,,4,,,1,,,,,,,,4,,,,,,,,,,,3,,2,,,,,,,,6,,,,,,,,,,,2,,,,,,,,,,,2,,,,,,,,,,,4,,,1,,,,,,,,4,,,,,,,,,,,4,,9,,,,,,,,5,,,,,,,,,,,4,,,,,,,,,,,8,,,,,,,,,,,5,,,11,,,,,,,,8,,,,,,,,,,,３,,５,,,,,,,,４,,,,,,,,,,,６,,,,,,,,,,,２,,,,,,,,,,,２,,,１,,,,,,,,４,,,,,,,,,,,0.19,0.21,0.15,0.16,0.14,0.15, 53,  6, 41, 44, 28,  7, 22.58, 21.52, 31.25, 25.68, 27.40, 27.85, 40.32, 34.18, 50.00, 36.49, 41.10, 51.90, 22, 25, 20, 31, 26, 55, 10.00, 54.55, 27.27,  0.00, 33.33, 53.85, 20.00, 81.82, 36.36,  0.00, 44.44, 76.92,F0,F1,F0,F1,F0,F0,L0,L0,L0,L0,L0,L0, 0.00, 4.00, 0.00,27.27,52.38,38.89,15.38,16.67, 6.35,31.19,50.00,34.29, 0.00,16.00, 8.57,48.48,61.90,66.67,27.69,36.11,14.29,56.88,68.27,60.00,渡　邉　　　　健,池　上　　隆　行,坂　本　　雅　佳,上　田　　洋　平,中　辻　　崇　人,西　川　　新太郎,5044,3411,5001,3896,3876,4016, 0.00, 2.40, 1.83, 4.88, 6.48, 6.17, 3.40, 4.11, 2.54, 5.49, 6.77, 5.70
2019-12-12,宮　島,4,.20,,,.21,.20,,,,,,.19,,,,.11,.22,,,,,,.21,,,.14,.08,,,,,,,.31,,,.14,.32,,,,,,,.26,,,,.20,.12,,,,,,.18,,,,.10,.18,,,,,,3,,,4,5,,,,,,5,,,,1,4,,,,,,5,,,1,4,,,,,,,3,,,2,6,,,,,,,5,,,,4,3,,,,,,5,,,,3,4,,,,,,3,,,6,5,,,,,,5,,,,1,4,,,,,,5,,,1,4,,,,,,,3,,,2,6,,,,,,,5,,,,4,3,,,,,,5,,,,3,4,,,,,,5,,,1,6,,,,,,5,,,,3,9,,,,,,7,,,11,12,,,,,,,2,,,9,4,,,,,,,9,,,,5,12,,,,,,10,,,,4,10,,,,,,６,,,６,６,,,,,,４,,,,３,４,,,,,,４,,,１,２,,,,,,,５,,,４,６,,,,,,,３,,,,３,６,,,,,,２,,,,３,４,,,,,,0.20,0.19,0.17,0.20,0.15,0.18, 36, 67, 68, 47, 34, 25, 56.10, 34.21, 34.62, 35.14, 35.56, 60.00, 58.54, 42.11, 53.85, 45.95, 46.67, 63.33, 56, 13, 20, 39, 36, 43, 11.11, 28.57, 44.74, 11.11, 20.00, 27.50, 25.93, 52.38, 60.53, 11.11, 66.67, 47.50,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,27.59,55.56,45.16,42.50,42.00,40.00,20.75,20.00,43.38,25.64,44.63,47.79,41.38,66.67,62.90,60.00,72.00,57.50,40.57,41.33,67.65,41.03,61.16,68.38,中　西　　宏　文,齋　藤　　和　政,飯　島　　昌　弘,土　屋　　太　朗,吉　田　　一　郎,丸　尾　　義　孝,3123,3637,3679,3441,3349,3333, 4.66, 6.44, 6.65, 5.80, 6.44, 5.65, 4.30, 4.29, 6.80, 4.67, 6.12, 6.35
2019-12-12,下　関,4,.18,,,.19,.12,.16,,,,,.27,,,.19,.16,,.13,.13,,,,.33,,,.22,.14,,.21,.13,,,,.21,,,,.25,.09,.16,.15,,,,.15,,,,.13,.13,.27,,,,,.08,,,,.14,,.18,.21,,,,6,,,3,2,4,,,,,1,,,4,3,,6,4,,,,4,,,1,6,,4,1,,,,5,,,,2,4,1,3,,,,6,,,,4,3,5,,,,,2,,,,3,,5,1,,,,6,,,3,2,4,,,,,1,,,4,3,,6,4,,,,4,,,1,6,,4,1,,,,5,,,,2,4,1,3,,,,6,,,,4,3,5,,,,,2,,,,3,,5,1,,,,6,,,3,10,2,,,,,5,,,10,4,,8,12,,,,8,,,12,6,,7,11,,,,7,,,,9,12,7,12,,,,5,,,,2,7,2,,,,,2,,,,6,,3,8,,,,５,,,５,２,２,,,,,３,,,３,４,,５,２,,,,６,,,１,４,,２,１,,,,１,,,,２,２,１,６,,,,４,,,,６,６,６,,,,,４,,,,２,,６,６,,,,0.20,0.18,0.16,0.17,0.18,0.19, 59, 18, 40, 14, 46, 24, 28.36, 32.65, 33.79, 44.97, 31.72, 25.87, 46.27, 56.46, 48.97, 59.06, 53.10, 38.46, 60, 53, 12, 30, 63, 35, 30.32, 43.04, 28.28, 32.26, 62.34, 27.52, 47.10, 65.19, 46.90, 52.26, 74.68, 39.60,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,15.79,41.94,00.00,37.50, 0.00,13.43,18.67,37.76,57.27,43.24, 6.25,11.63,26.32,70.97,00.00,37.50, 0.00,19.40,36.00,61.22,73.64,67.57,12.50,16.28,小　川　　広　大,佐　竹　　恒　彦,齊　藤　　　　仁,末　永　　由　楽,大　賀　　龍之介,杉　本　　洋　一,4355,3769,3978,4441,5009,3979, 4.05, 6.58, 9.86, 5.75, 1.63, 3.10, 4.04, 5.71, 7.18, 6.29, 2.63, 2.84
2019-12-12,唐　津,4,.17,,.19,,,,,,,,.31,,,.27,,,,,,,,.18,,,,,,,,,,,.19,,,.22,,,,,,,,.16,,,,,,,,,,,.19,,,,,,,,,,,5,,2,,,,,,,,5,,,6,,,,,,,,5,,,,,,,,,,,5,,,3,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,5,,2,,,,,,,,5,,,6,,,,,,,,5,,,,,,,,,,,5,,,3,,,,,,,,1,,,,,,,,,,,3,,,,,,,,,,,4,,11,,,,,,,,2,,,9,,,,,,,,8,,,,,,,,,,,6,,,12,,,,,,,,5,,,,,,,,,,,5,,,,,,,,,,,１,,１,,,,,,,,４,,,５,,,,,,,,５,,,,,,,,,,,２,,,３,,,,,,,,１,,,,,,,,,,,４,,,,,,,,,,,0.18,0.18,0.26,0.17,0.18,0.18, 72, 51, 48, 63, 52, 46, 34.87, 32.08, 36.60, 37.89, 29.68, 30.86, 51.97, 50.31, 50.33, 54.66, 53.55, 49.38, 59, 54, 36, 11, 55, 30, 56.06, 39.44, 28.38, 32.86, 25.00, 30.77, 71.21, 56.34, 40.54, 57.14, 48.75, 44.87,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,68.18,21.05,29.59,21.05,61.29,44.74,44.00,16.28,16.49,40.00,38.67,35.90,86.36,57.89,40.82,63.16,67.74,63.16,60.00,44.19,27.84,58.75,58.67,55.13,細　川　　裕　子,伊　藤　　玲　奈,入　船　　幸　子,廣　中　　智紗衣,水　口　　由　紀,松　瀬　　弘　美,4123,4744,3483,4117,3580,3474, 7.86, 4.79, 4.50, 5.79, 6.58, 5.66, 5.97, 4.26, 3.43, 5.94, 5.49, 5.51
2019-12-12,大　村,4,.16,,,.19,.09,.13,.15,.12,.13,.11,.16,,,,.10,.15,.15,,.11,.13,.28,.22,.14,,,.22,.21,.11,,.14,,.17,.09,.15,,.13,.12,,.14,.13,.14,,.13,.12,.19,,,.24,.21,.13,,.09,.14,.19,.05,.16,,,.18,.15,.16,,.19,.17,.18,4,,,6,2,3,1,5,6,4,5,,,,6,2,5,,3,1,6,6,2,,,4,3,5,,1,,5,3,6,,6,1,,2,5,4,,2,3,2,,,5,4,1,,6,2,5,1,1,,,2,5,4,,6,3,4,4,,,6,2,3,1,5,6,4,5,,,,6,2,4,,3,1,6,6,2,,,4,3,5,,1,,5,3,6,,6,1,,2,5,4,,2,3,2,,,5,4,1,,6,2,5,1,1,,,2,5,4,,6,3,4,12,,,2,9,2,10,3,12,11,6,,,,3,8,4,,1,6,4,4,8,,,2,6,6,,5,,3,1,8,,9,3,,5,9,6,,2,6,7,,,2,7,5,,4,8,4,9,7,,,6,11,9,,3,10,3,４,,,４,２,３,２,４,６,５,４,,,,４,４,６,,５,１,５,３,４,,,６,６,６,,１,,４,３,１,,６,３,,６,５,３,,２,５,４,,,５,６,１,,５,３,４,１,１,,,５,６,４,,１,５,３,0.15,0.18,0.17,0.16,0.13,0.16, 18, 13, 27, 34, 57, 38, 32.65, 30.00, 33.98, 31.25, 39.39, 38.04, 48.98, 43.00, 53.40, 50.00, 58.59, 56.52, 26, 31, 20, 39, 33, 38, 35.20, 28.49, 32.22, 29.89, 32.98, 40.11, 51.96, 42.47, 48.89, 43.68, 52.13, 59.34,F0,F0,F0,F0,F0,F0,L0,L0,L0,L0,L0,L0,42.11,50.00,50.00,42.86,60.00,25.00,45.67,49.44,42.15,57.61,57.02,58.42,73.68,64.00,72.22,60.71,70.00,75.00,60.63,67.42,52.89,75.00,71.07,73.27,篠　崎　　元　志,森　永　　　　淳,谷　津　　幸　宏,前　沢　　丈　史,佐々木　　康　幸,山　口　　達　也,4350,4072,4109,4366,3909,4370, 7.58, 6.36, 6.44, 6.39, 7.15, 5.25, 7.19, 6.48, 6.11, 7.17, 7.02, 7.18
